cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
40484867000850;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;4711302;4711302;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
48346043000150;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
13567044000140;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
13598884000170;COMERCIO VAREJISTA DE MOVEIS;4754701;4754701;0;COMERCIO VAREJISTA DE MOVEIS
04056122000150;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
04841694000140;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;4511102;0;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS
66508078000120;CONDOMINIOS PREDIAIS;8112500;8112500;0;CONDOMINIOS PREDIAIS
11726294000150;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4744001;4744001~@~4755502~@~4755503~@~4759899~@~4761003;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
11959342000150;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4755503;4755503~@~4759801;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
34481390000180;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;1351100;1351100;0;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO
12555119000100;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4712100;4712100~@~4742300~@~4744003~@~4744099;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
07907566000140;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;7312200;7312200~@~7319002~@~7319003~@~8220200~@~8230001;0~@~1~@~2~@~3~@~4;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO~@~ATIVIDADES DE TELEATENDIMENTO~@~MARKETING DIRETO~@~PROMOCAO DE VENDAS~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
01682355000170;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
08455770000130;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO;0810099;0810099;0;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO
74034307000140;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4322302;4322302~@~4751200~@~9521500;0~@~1~@~2;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
14672094000150;FABRICACAO DE ARTEFATOS DIVERSOS DE CORTICA, BAMBU, PALHA, VIME E OUTROS MATERIAIS TRANCADOS, EXCETO MOVEIS;1629302;1629302;0;FABRICACAO DE ARTEFATOS DIVERSOS DE CORTICA, BAMBU, PALHA, VIME E OUTROS MATERIAIS TRANCADOS, EXCETO MOVEIS
02521644000150;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;4741500;4741500;0;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
14133477000150;SERVICO DE TAXI;4923001;4923001~@~5229001;0~@~1;SERVICO DE TAXI~@~SERVICOS DE APOIO AO TRANSPORTE POR TAXI, INCLUSIVE CENTRAIS DE CHAMADA
06021074000190;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;4511102;0;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS
07784989000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
14550570000160;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
14570622000160;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;8291100;8291100;0;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
01052752000240;FORMACAO DE CONDUTORES;8599601;8599601;0;FORMACAO DE CONDUTORES
09353200000100;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;4774100;4774100~@~4783101~@~4783102;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA~@~COMERCIO VAREJISTA DE ARTIGOS DE OPTICA~@~COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
09102759000150;COMERCIO VAREJISTA DE CALCADOS;4782201;4782201;0;COMERCIO VAREJISTA DE CALCADOS
09310725000150;ATIVIDADE ODONTOLOGICA;3250706;3250706~@~8630504;0~@~1;ATIVIDADE ODONTOLOGICA~@~SERVICOS DE PROTESE DENTARIA
08374337000170;CRIACAO DE BOVINOS PARA CORTE;0113000;0113000~@~0151201;0~@~1;CRIACAO DE BOVINOS PARA CORTE~@~CULTIVO DE CANADEACUCAR
08225677000130;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4330401;4330401~@~4744005;0~@~1;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE~@~IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL
13865327000410;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
15296818000170;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;1351100;1351100~@~4755503;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO
08402134000140;CRIACAO DE BOVINOS PARA CORTE;0151201;0151201;0;CRIACAO DE BOVINOS PARA CORTE
59121624000100;COMERCIO VAREJISTA DE MOVEIS;3329501;3329501~@~4754701;0~@~1;COMERCIO VAREJISTA DE MOVEIS~@~SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL
92112333000120;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;4744002;4744002~@~4759801~@~5223100;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS~@~COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~ESTACIONAMENTO DE VEICULOS
08661339000140;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;6470101;6470101;0;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS
14577061000120;ATIVIDADES PAISAGISTICAS;8130300;8130300;0;ATIVIDADES PAISAGISTICAS
14797432000180;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;3511502;3511502~@~6463800~@~6630400;0~@~1~@~2;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO~@~ATIVIDADES DE COORDENACAO E CONTROLE DA OPERACAO DA GERACAO E TRANSMISSAO DE ENERGIA ELETRICA~@~OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
16700845000120;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
14581505000100;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;4789001;0;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
15309170000120;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR;1020101;1020101~@~4634603;0~@~1;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR~@~PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS
14384803000100;TRANSPORTE ESCOLAR;4924800;4924800;0;TRANSPORTE ESCOLAR
07104105000210;FORMACAO DE CONDUTORES;8599601;8599601;0;FORMACAO DE CONDUTORES
15797920000150;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;1091102;1091102~@~3299099~@~5620104~@~8230001;0~@~1~@~2~@~3;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA~@~FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
16294894000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;4530703~@~4744099~@~4751200~@~4759899;0~@~1~@~2~@~3;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
53112561000300;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
12220507000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400~@~4782201~@~4789001;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
04904391000120;COMERCIO VAREJISTA DE MOVEIS;4754701;4754701;0;COMERCIO VAREJISTA DE MOVEIS
03901079000110;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;4530703;0;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13876515000100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;2063100;2063100~@~9602501~@~9602502;0~@~1~@~2;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~FABRICACAO DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
00516281000130;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
14823970000100;PLANOS DE AUXILIOFUNERAL;6511102;6511102;0;PLANOS DE AUXILIOFUNERAL
17001237000190;COMPRA E VENDA DE IMOVEIS PROPRIOS;4110700;4110700~@~4120400~@~6810201;0~@~1~@~2;COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CONSTRUCAO DE EDIFICIOS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
14045278000190;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;4772500;4772500~@~4781400~@~7729202~@~9602501~@~9602502;0~@~1~@~2~@~3~@~4;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS~@~ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
11769325000150;ATIVIDADES DE PROFISSIONAIS DA NUTRICAO;8650002;8650002;0;ATIVIDADES DE PROFISSIONAIS DA NUTRICAO
13649275000100;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;2330305;2330305~@~3702900~@~4321500~@~4322301~@~4399103;0~@~1~@~2~@~3~@~4;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO
15375030000150;OBRAS DE ALVENARIA;4399103;4399103;0;OBRAS DE ALVENARIA
14830545000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15351613000140;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;4759801;4759801;0;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
15359272000150;EDICAO DE JORNAIS DIARIOS;5811500;5811500~@~5812301~@~5813100~@~6319400~@~8230001;0~@~1~@~2~@~3~@~4;EDICAO DE JORNAIS DIARIOS~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
09719436000100;ALUGUEL DE IMOVEIS PROPRIOS;1351100;1351100~@~1359600~@~4623103~@~6810201~@~6810202;0~@~1~@~2~@~3~@~4;ALUGUEL DE IMOVEIS PROPRIOS~@~COMERCIO ATACADISTA DE ALGODAO~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO~@~FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE
13850287000190;SERVICOS DE ENTREGA RAPIDA;5320202;5320202;0;SERVICOS DE ENTREGA RAPIDA
14023390000120;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;8291100;8291100;0;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
00849004000300;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700~@~4784900;0~@~1;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
15971961000110;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
13658549000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9329899;9329899~@~9499500;0~@~1;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
14312252000160;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;2539001;2539001~@~4520001;0~@~1;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE USINAGEM, TORNEARIA E SOLDA
37564887000150;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS;4212000;4212000;0;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS
10500306000160;ATIVIDADES DE FONOAUDIOLOGIA;8650003;8650003~@~8650005~@~8650006~@~8690999;0~@~1~@~2~@~3;ATIVIDADES DE FONOAUDIOLOGIA~@~ATIVIDADES DE PSICOLOGIA E PSICANALISE~@~ATIVIDADES DE TERAPIA OCUPACIONAL~@~OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE
03583686000260;ADMINISTRACAO DE CAIXAS ESCOLARES;7020400;7020400~@~8550301~@~8550302;0~@~1~@~2;ADMINISTRACAO DE CAIXAS ESCOLARES~@~ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES~@~ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
03619841000170;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;4330499;4330499;0;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
01243305000430;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE;4623199;4623199;0;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE
01786092000140;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
03937322000150;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
00799074000130;ATIVIDADES DE CONTABILIDADE;6920601;6920601;0;ATIVIDADES DE CONTABILIDADE
16849377000150;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4772500;4772500~@~4781400;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
03734601013790;COMERCIO VAREJISTA DE MOVEIS;4751200;4751200~@~4752100~@~4753900~@~4754701;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
14814432000140;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;4722901;0;COMERCIO VAREJISTA DE CARNES  ACOUGUES
13871224000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4322302;4322302~@~4781400;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
94064649000110;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;1610201;1610201;0;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
08360628000100;CONSTRUCAO DE EDIFICIOS;4120400;4120400~@~4313400~@~4319300;0~@~1~@~2;CONSTRUCAO DE EDIFICIOS~@~OBRAS DE TERRAPLENAGEM~@~SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE
15156438000130;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;6821801;6821801~@~6821802;0~@~1;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~CORRETAGEM NO ALUGUEL DE IMOVEIS
15160571000160;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE;7119704;7119704~@~7119799;0~@~1;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO
10357393000220;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;4742300;4742300~@~4744005~@~4754701~@~4759899~@~8129000;0~@~1~@~2~@~3~@~4;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
08925731000150;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;6619399;6619399;0;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
16053467000130;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
14737392000180;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;4772500;4772500~@~4781400~@~9602502;0~@~1~@~2;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
04569277000190;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;4789099;0;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
07921293000270;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4761003;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
10944008000160;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;8211300;8211300~@~8219999;0~@~1;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
05582594000100;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;6821801;6821801~@~6822600;0~@~1;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA
01051495000140;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;4619200;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
57269763000150;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;6399200;6399200~@~7410299~@~7490105~@~7490199~@~8299799;0~@~1~@~2~@~3~@~4;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
14452737000150;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13335552000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400~@~4782201~@~4789001;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
13878559000160;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
13941989000180;INSTALACAO E MANUTENCAO ELETRICA;4321500;4321500~@~4322301~@~4399103;0~@~1~@~2;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA
15182288000130;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;4772500;4772500~@~9602501~@~9602502;0~@~1~@~2;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
